Review,Summary,Sentiment
worth everi penni,nice,1.0
excel,good qualiti seed,1.0
terrif purchas,superb,1.0
pretti good,nice,1.0
excel,good qualiti,1.0
highli recommend,good product bought kid cloth n med easi assembl qualiti outer cover also bad colour also nice spaciou valu money pl buy buyer worth buy,1.0
decent product,good,1.0
classi product,nice valu moni,1.0
mind-blow purchas,nice,1.0
mind-blow purchas,good phone,1.0
perfect product,nice,1.0
fabul,good qualiti cushion,1.0
perfect product,super mixer grinder go,1.0
brilliant,nice,1.0
awesom,good product,1.0
worth money,thank flipkart time deliveri nice product,1.0
terrif purchas,good product,1.0
brilliant,terrif,1.0
mind-blow purchas,osm product,1.0
super,good product,1.0
fabul,trust brand quit satisfi got ta use test,1.0
terrif purchas,good product satisfi,1.0
best market,good product nyc watch,1.0
wonder,good productbut light,1.0
great product,exlent,1.0
perfect product,super,1.0
perfect product,nice steam iron,1.0
awesom,qualiti productfast deliveri,1.0
simpli awesom,take room air qualiti serious love clean air breath best thing give purifi leav stone unturn meet expect work exactli like demonstr review almost immedi start notic differ room air qualiti must buy accessori room,1.0
mind-blow purchas,nice chang,1.0
brilliant,1 valu money2packag good 3 work well4 easi use5 price expect build qualiti bad actual light weight,1.0
awesom,good,1.0
super,like set best price,1.0
brilliant,awesom,1.0
fabul,superb price also low,1.0
wonder,pictur qualiti good hd chanel sd chanel good,1.0
worth money,everyth good,1.0
worth money,z1 bass edit say build qualiti decreas thick band decreas magnet also less effect compar z1 bass edit batteri improv littl bit sound increas still love one plu,1.0
wonder,good,1.0
terrif purchas,good product,1.0
realli nice,good,1.0
wonder,awesom purchas,1.0
good qualiti product,nice product low price valu money,1.0
realli nice,ff,1.0
worth everi penni,dazzl,1.0
excel,good machin work fine famili member express full satisfact,1.0
great product,awesom,1.0
excel,light weight,1.0
terrif purchas,sound bar realli great deliv amaz sound deep bass experiencebuild qualiti reliabl mesh give nice experi connect ultra fastit 52 bluetooth amaz,1.0
worth everi penni,amaz camera beginn realli allow learn basic photographi like shutter speed iso apertur etc recommend everi beginn first learn use one thoroughli move profession level camera like 80d 5d,1.0
awesom,well,1.0
excel,nice product perfect deliveri,1.0
good,overal good product complet 3 one pakag processorblend slicer dicer chutney jar gring jar doesnt grind fine particl,1.0
worth everi penni,good product,1.0
fabul,noth sentenc sd card go,1.0
terrif purchas,good product,1.0
wonder,sound awesom bass littl bit less batteri backup goodconnect also good,1.0
wonder,good product preper student,1.0
highli recommend,nice,1.0
must buy,good product,1.0
excel,good choic mom,1.0
super,nice product price rang tx flipcart thompson love,1.0
specifi,super watch thank flipkart,1.0
realli nice,nice product valu money,1.0
excel,valu money nice tv,1.0
simpli awesom,good product good perform like,1.0
worth everi penni,nice product,1.0
job,good bad qialiti andateri nad,1.0
brilliant,good,1.0
wonder,good sleevesthank e kart,1.0
perfect product,nice flask,1.0
awesom,econom power save almost soundless design cute overal haier servic good,1.0
fabul,good kajal long last also,1.0
super,good product,1.0
great product,nice,1.0
classi product,use bangalor 10 month realli good mild winter mention realli feel good blanket smooth doesnt feel itchi import noth lead allergi overal good happi,1.0
super,awesom mind blow product,1.0
great product,qualiti nice nice colour,1.0
wow,sturdi beauti,1.0
classi product,nice,1.0
terrif,nice product,1.0
good qualiti product,good,1.0
good choic,good,1.0
wow,beauti design electr camphor holder,1.0
pretti good,nice,1.0
terrif,nice product,1.0
worth everi penni,highli recommend product must buy increas babi birthday decor,1.0
good,nice,1.0
wow,awesom,1.0
highli recommend,best price rang,1.0
awesom,perfum simpli amaz addict fragranc packag classi scent last super long price budget friendli great purchas,1.0
great product,good,1.0
specifi,good,1.0
nice product,best market thank flipkart,1.0
wow,good experi demo man sincer explain everyth given extra knowledg care machin thank singer compani provid demo servic nice total happi awesom machin demo servic,1.0
qualiti valu money,perfect price qualiti rememb diy buy tool knowledg diy,1.0
good choic,good,1.0
specifi,nic fit,1.0
terrif purchas,best student friendli tablet want watch hd video download 3rd parti app devic build specif help studi note make appl pencil,1.0
worth money,4 star 2020 bee rate nice deal 61k free nstallat done within 24 hr connect pipe provid charg take 20 min heat full tank maintain temperatur appx 10 12 hr electr top 3 pin plug purchas separ prior instal,1.0
specifi,good product,1.0
highli recommend,excel heat within minut highli recommend good product,1.0
awesom,year good,1.0
terrif,awesom deal,1.0
good qualiti product,good smell,1.0
terrif purchas,best best also comfort,1.0
wow,nice,1.0
wonder,nice,1.0
great product,good product,1.0
specifi,good,1.0
value-for-money,best key board nice play free fire,1.0
pretti good,worthabl product,1.0
value-for-money,nice product,1.0
great product,happi,1.0
value-for-money,good product,1.0
worth everi penni,good soundgood lookingand use,1.0
realli nice,superb product first impress ok never expect much sound qualiti dont know valid work,1.0
wow,super,1.0
nice product,best qualiti,1.0
mind-blow purchas,good product,1.0
okay,bad,1.0
terrif,product nice thank lot flipkart,1.0
decent product,machen couldnt assembl properli hair anoth carpent fit drawer,1.0
terrif,good im satisfi product,1.0
super,nice tv rang thank flipkart deliveri instal good,1.0
specifi,nyci like qualiti price good mchh happi,1.0
awesom,good product recommend,1.0
specifi,good black size larg,1.0
classi product,work describ abl detect motion rare fals posit overal satisfi complet indian plan offer trial also competit price,1.0
terrif purchas,good qualiti page bind awesom,1.0
must buy,excel,1.0
terrif purchas,nice speaker,1.0
terrif,best mobil budget,1.0
terrif purchas,tremend experi go,1.0
best market,nice,1.0
good perform,good perform 750 w power motor love product,1.0
worth everi penni,super,1.0
worth everi penni,good product made chocol drink tast perfect doesnt tast like syrup make tast good,1.0
highli recommend,excel productveri use remov wrinkl coatssareesprint garmentsit may use regular iron also,1.0
simpli awesom,good product,1.0
worth money,nice,1.0
delight,happi order,1.0
good qualiti product,wifi must product worth money sound qualiti awesom easi use love flipkart servic,1.0
good,good leg space decent wood materi use 1 year breakag tabl,1.0
worth everi penni,everi seed produc healthi plant termin well,1.0
good,product work good,1.0
fabul,great product,1.0
brilliant,awesom,1.0
okay,budget good,1.0
specifi,realli wonder dress receiv low price,1.0
awesom,watch nice,1.0
perfect product,nice product,1.0
realli nice,soft,1.0
excel,amaz,1.0
delight,nice product,1.0
specifi,super love flipkart,1.0
worth everi penni,good,1.0
nice product,valu money bought 1499,1.0
delight,extent bad tv,1.0
simpli awesom,good product love thank much flipkart,1.0
wonder,powerful charg origin usb charger nice product good qualiti purchas sumsung mobil work perfectli n fast,1.0
wonder,nice afford price,1.0
worth money,nice,1.0
terrif purchas,osam,1.0
highli recommend,gud qualiti,1.0
excel,perfect led smart tv budget,1.0
super,perfect make car sound like dj,1.0
super,cute perfect expect,1.0
brilliant,super qualiti,1.0
good,love,1.0
pretti good,good,1.0
terrif,amaz dishwash,1.0
super,good budget soundbar clear separ instrument vocal premium look easili connect tv devic via bluetooth go,1.0
wonder,good,1.0
job,grip qualiti bad poor bat qualiti good,1.0
job,qualiti best,1.0
must buy,superb,1.0
terrif purchas,nice,1.0
wow,awesom product,1.0
good qualiti product,super valu money thank u flipkart,1.0
wow,super,1.0
classi product,wonderfulif u r confus buying32 inch tv price bracket grab total satisfi purchas best tv till date,1.0
value-for-money,nice,1.0
wow,nice product,1.0
excel,nice,1.0
wow,superb productit fragranc awesom product genuin originaland also valuabl money,1.0
terrif purchas,said best qualiti work well,1.0
great product,good productit help colour kit must tri colour kit,1.0
perfect product,purchas flipkart diwali 2017 complet 1 year good perform good product good qualitynot problem sound repair,1.0
terrif purchas,good,1.0
delight,good,1.0
super,great receiv product timedeliveri boy maintain social distanc time deliveri easi use home need que outsid lab protect infect publicantigen covid kit use person timetest home fli,1.0
must buy,good,1.0
value-for-money,good,1.0
must buy,good productsbut cant use regularli,1.0
nice,product good dont send dust bag,1.0
fabul,good,1.0
classi product,good product,1.0
worth money,good product better perform,1.0
wow,nice,1.0
awesom,good product realli awesom,1.0
worth everi penni,time deliveri price increas lot got gst bill happi ny purchas,1.0
terrif purchas,im write use product good qualiti product suction power good,1.0
good qualiti product,good product work great,1.0
terrif,love,1.0
must buy,best mobil price,1.0
best market,sprr product realli awesom,1.0
best market,love,1.0
fabul,seed best,1.0
excel,best budget friendli mechan keyboard,1.0
mind-blow purchas,nice,1.0
excel,nice,1.0
brilliant,best prise,1.0
wow,nice design nice perform,1.0
brilliant,nice product fast deliveri,1.0
good choic,good tv,1.0
terrif purchas,super,1.0
worth everi penni,nyc,1.0
best market,good,1.0
highli recommend,nice,1.0
simpli awesom,thank flipkart,1.0
terrif purchas,nice product,1.0
great product,suparb,1.0
fabul,wow nice,1.0
good choic,good,1.0
fair,okay worth product,1.0
specifi,good product,1.0
highli recommend,nice bird,1.0
super,work good,1.0
highli recommend,good product use 5 day without charg daili,1.0
simpli awesom,good plant,1.0
fabul,order devic car music system old type work perfectli build qualiti averag howev consid util worth money paid,1.0
simpli awesom,superb pictur sound frame qualityamaz product,1.0
terrif,great price rang love laptop perform realli great also love design,1.0
wow,best product fast deliveri,1.0
worth everi penni,nice,1.0
terrif purchas,nice one come lowcost,1.0
brilliant,good,1.0
mind-blow purchas,good product,1.0
classi product,good,1.0
good choic,good design compact storag devic speed fine,1.0
value-for-money,super product,1.0
delight,good sound,1.0
must buy,super,1.0
must buy,perfect comboth combo good price rang good qualiti materi,1.0
delight,far good,1.0
best market,fabul,1.0
must buy,realli good vibrant colour perfect size good featur ball,1.0
good qualiti product,good product,1.0
terrif purchas,love,1.0
good,good item,1.0
worth everi penni,best product comferd,1.0
brilliant,perfect eleg,1.0
excel,well packag time deliveri verri nice qualiti tough bodi plastic littl bit noisi ok powerful motor well chop everyth nice great product 1500r buy big billion day thanx flipkart,1.0
highli recommend,nice product comnt use 3month,1.0
specifi,look good,1.0
simpli awesom,good,1.0
delight,easi instal pretti sturdi howev use wasnt big issu use comput tabl that fine wouldnt reli heavier object,1.0
simpli awesom,good work,1.0
must buy,nice product,1.0
wonder,nice product 2450 thank flipkart,1.0
best market,nice,1.0
brilliant,great prduct philip easi clean less nois compair juicer easi assembl nice design,1.0
awesom,valu money best rang,1.0
realli nice,good product,1.0
good choic,love,1.0
worth money,good product,1.0
worth money,good prodect,1.0
wonder,nice product,1.0
good,good,1.0
mind-blow purchas,superbbbb sound excellentdisplay awsomei instal hyundai grand i10,1.0
realli nice,good,1.0
specifi,super,1.0
wow,nice,1.0
brilliant,good,1.0
great product,excel,1.0
delight,look good work awesom valu money overal good product thank flipkart,1.0
wonder,happi order product deliv good,1.0
awesom,super fast deliveri even lockdown period product excel highli recommend,1.0
realli nice,everyth ok valu money,1.0
terrif,good,1.0
specifi,truli profession,1.0
nice product,nise nalla protect,1.0
nice,supr,1.0
fabul,love,1.0
pretti good,super,1.0
worth money,review 1 day useveri use product easi usegood qualiti designbuild qualiti ok great,1.0
good,children realli happi play truck,1.0
job,good,1.0
brilliant,good product,1.0
best market,nice product,1.0
classi product,nice,1.0
okay,nice,1.0
moder,ok ok,1.0
good,product qualiti good size small nice product,1.0
specifi,nice product,1.0
wonder,nice,1.0
worth everi penni,nise,1.0
best market,awesom producttp link fact best brand world router router work better smart featur brand tp link archer c6 perhap best amongst tp link router particular consid price varieg perform im happi product thank flipkart also,1.0
must buy,nice,1.0
okay,good one,1.0
mind-blow purchas,regular buyer flipkart sinc 8 year first review gave 1 misundersta noth withflipkart philip complet perfect servic given far one best perhap would recommend everyon dont knowledg like speaker home theater pl dont buy product ur tv bluetooth system aux system,1.0
terrif,nice product satisfi thank flipkart,1.0
good choic,good,1.0
simpli awesom,amaz experi u could knead atta roti 30 secondschop kilo veget 34 minutesand juicer fantast hard shell fruit citru fruit u name u juic person tri orang pomegranatecarrotappl far rememb nowth big mixer jar great milkshak smoothi compon lot blade highest qualiti steel much better brand like philip morphi richard chopper blade,1.0
job,nice shoe,1.0
fabul,origin product receiv,1.0
fair,good,1.0
mind-blow purchas,super deal,1.0
fair,deliveri time deliveri men quit respons help guysbut far function concern ok kind product,1.0
worth everi penni,mind blow purchas thank flipkart,1.0
pretti good,nice kajal,1.0
simpli awesom,good,1.0
specifi,nice,1.0
delight,good,1.0
worth everi penni,start good dslr,1.0
brilliant,good product love use clean floor,1.0
wonder,good,1.0
wow,ok good,1.0
must buy,nice product,1.0
wonder,good,1.0
specifi,best,1.0
great product,good air cooler,1.0
specifi,nice,1.0
wow,motorola call centr exe realli help clear doubt explain function wash machin well,1.0
brilliant,qualiti best,1.0
mind-blow purchas,good soundbarsound qualiti 1010bass 910trebl 910build qualiti 1010awesom experi recomend buy,1.0
wonder,good product,1.0
nice product,good product obsess everyth good bag elbow guard much good ok,1.0
wow,osm guy go,1.0
must buy,awesom perfum recommend,1.0
great product,good product,1.0
nice product,son happi,1.0
brilliant,soo good go,1.0
classi product,nice product rang appl,1.0
super,good,1.0
awesom,good,1.0
great product,good,1.0
perfect product,nice treei happi,1.0
delight,awsm,1.0
terrif,test cool hot watercheck 12 hour still keep almost,1.0
simpli awesom,good,1.0
terrif purchas,good perform easi use 5 star rate easi deliveri instal,1.0
terrif,nice product,1.0
wonder,good product,1.0
wonder,good,1.0
good,worth,1.0
terrif purchas,review week usag look eleg type chop kneed mani thing well doesnt consum much space like hope long last,1.0
pretti good,good product,1.0
worth everi penni,got green color look awesom pictur dont justic good look sound great price pointth connect sometim issu connect properli 8 10 time 2 time might disconnect connect work like charmhappi get good product made indiakeep good work mivi,1.0
highli recommend,nice product,1.0
specifi,nice product,1.0
terrif purchas,compolsori need ventil otherwis hot u ventil part room go n feel like ac cool use ice cube ice chamberanyway thank u flipu,1.0
wow,bought bgmi satisfi,1.0
specifi,excel thank flipkart,1.0
fabul,best babi,1.0
value-for-money,fantast awesom product must buy valu money product,1.0
classi product,good product,1.0
nice product,good,1.0
simpli awesom,nice,1.0
great product,nice,1.0
good,look like marq product,1.0
awesom,nice product,1.0
worth money,best refriger 4 member,1.0
specifi,good,1.0
simpli awesom,good product nyc servic,1.0
mind-blow purchas,good qualiti,1.0
specifi,product good,1.0
brilliant,nice,1.0
excel,good product thank flipkart,1.0
worth everi penni,good work condit,1.0
highli recommend,good qualiti,1.0
fabul,use,1.0
wow,superb complet chang experi televis directli view fav movi serial song hd tv bore unwant broadcast regular thing connect love enjoy big screenonli one limit need keep one addit wifi stream,1.0
mind-blow purchas,nice product fast deliveri instal flipkart,1.0
wonder,good hard,1.0
awesom,like best footbal less money,1.0
great product,good qualiti sd card,1.0
bad qualiti,bad,1.0
mind-blow purchas,give 10 10 price along installion amazingtrust bajaj also,1.0
worth money,good product,1.0
nice product,best,1.0
great product,flipkart best productgood give product five star ratinghop use custom,1.0
nice product,best,1.0
good,good,1.0
delight,good qualiti rang,1.0
best market,nice product,1.0
good,blower get jam dust henc requir frequent cleanup machin blower mechan could boost complaint price use electron cleanup give 3 star due frequent cleanup requir,1.0
worth money,good,1.0
nice product,laptop great deal price rang work premier pro adob photoshop render run super smoothly3 month free trail includ product display greatth dolbi audio fantast bodi metal finish dont play game cant say itth batteri backup 4 6 hour normal use overal terrif purchas love got wing,1.0
value-for-money,awesom tri mani thing like pizza chicken fish garlic breadkulcha naan potato amaz love,1.0
realli nice,easi instal,1.0
terrif,usual good,1.0
perfect product,perfect beauti tv unit classi look,1.0
classi product,nice product,1.0
worth everi penni,nice packag 4 tablet complementari women,1.0
excel,nice,1.0
worth everi penni,nice product,1.0
awesom,nice product,1.0
fair,awesom,1.0
wow,nice qualiti,1.0
highli recommend,fast deliveri deliveri boy natur nice,1.0
wonder,wonder base,1.0
realli nice,qualiti superb per price,1.0
mind-blow purchas,want let know quit pleas fast deliveri product work well advertisedproduct awesom satisfi product,1.0
highli recommend,awesom product,1.0
great product,detail review contini 6 day use your bassi decent qualiti headphon good choiceth batteri beast charg fasta nd batteri backup upto 3 day nearli although bass bit uncomfort first fit head size within day sound nice clear clutter giggl operationit one best headphon 2k,1.0
perfect product,good,1.0
nice product,awesom product,1.0
awesom,tysm flipkart,1.0
value-for-money,great product healthi lifestyl,1.0
fabul,hi cushion realli worth money love,1.0
classi product,gooooood,1.0
job,ok great,1.0
fabul,good product,1.0
good choic,good qualiti productpric high,1.0
fair,nice,1.0
value-for-money,nice,1.0
terrif purchas,product awesom,1.0
simpli awesom,work desir date manufactur oct 2018 n order jun 2020 use chromecast room sinc 3 year product actual good use multipl creat interfer set uniqu name came well packag complaint whatsoev,1.0
brilliant,good except control panel difficult read black,1.0
fabul,good appreci,1.0
delight,good,1.0
highli recommend,good qualiti footbal,1.0
classi product,chala thank flipkart,1.0
wonder,nice product,1.0
delight,valu money,1.0
perfect product,great,1.0
mind-blow purchas,good,1.0
great product,worth product come pair,1.0
classi product,good,1.0
highli recommend,good product,1.0
realli nice,good,1.0
great product,wonder oven ifb use 2 month featur easi use good product suitabl famili 45 bake done eas conveni come freebi microwav grade utensil multipurpos serv almost purpos,1.0
awesom,super,1.0
great product,good product,1.0
wonder,nice osm exclent,1.0
pretti good,okay,1.0
pretti good,good,1.0
super,best,1.0
value-for-money,good,1.0
specifi,good,1.0
wonder,work fine instal time,1.0
satisfactori perform bit noisi though,good perform philip mixe beforei found bajaj noisi compar philip esp attach blender jar,1.0
highli recommend,amaz,1.0
fabul,good,1.0
worth money,nice one,1.0
great product,perfect one,1.0
pretti good,awesom,1.0
wonder,nice product like,1.0
fair,good,1.0
nice,good,1.0
best market,nice,1.0
worthless,fan vibrat god,1.0
pretti good,good product,1.0
good,doesnt remov pet hair carpet effect,1.0
perfect product,awesom productth cooler nice look best part perform task brilliantli overal nois cooler manag motor speed option also use tank capac also enough vertic swing work perfectli one con horizont swing fix thing keep mind give proper ventil space cooler achiev optimum result deliveri done schedul time,1.0
wonder,excel product good product like happi,1.0
awesom,nice pack origin hp cartridg receiv prompt deliveri flipkartprint detect origin cartridg hp 680 black ink installedmind blow experi,1.0
classi product,nice footbal feel happi,1.0
simpli awesom,sound clear also batteri backup good 24w unbeliev price fulli satisfi brand qualiti,1.0
wow,nice product,1.0
super,nice good,1.0
must buy,happi,1.0
specifi,superb,1.0
super,good strong product,1.0
terrif purchas,though deliveri late due deliveri issu got best chimney cost ok instal also delay faber atlast instal work nice aluminium pipe cost 1200 felt like much make adjust better look chimney exhaust chimney awesom price good buy,1.0
wow,nice product like,1.0
value-for-money,good print size enough lower part plat well finish properli sit tabl top glass,1.0
worth everi penni,nice,1.0
highli recommend,best,1.0
terrif purchas,good product helpful size big room offic use close environ door open regularli dont go,1.0
job,thank flipkart,1.0
fabul,super marvel,1.0
best market,excel,1.0
simpli awesom,smaller expect good one,1.0
nice product,nice cooler,1.0
wonder,qualiti okth leg plastic brown plate averag wooddo job overal good look,1.0
value-for-money,nice,1.0
terrif,daughter war happi use daili read time thank,1.0
terrif purchas,good product,1.0
highli recommend,thank flipkart thank mivi proud product made india,1.0
wow,fantast producti happi shown imag flipcartsound qualiti call qualiti outstandingi must say worthi product,1.0
wonder,good,1.0
good qualiti product,till work fine,1.0
terrif,good,1.0
pretti good,good,1.0
highli recommend,good,1.0
fabul,happi,1.0
perfect product,best wrist band,1.0
specifi,good,1.0
worth everi penni,thank flipkart understand concern yess usual product fantast,1.0
specifi,wow go wonder,1.0
worth everi penni,good product everyon buy offer go,1.0
terrif,osam,1.0
realli nice,good much,1.0
good,best product,1.0
wonder,thank,1.0
terrif,nice qualiti,1.0
delight,good product actual need box 5 row avail would rate 5 star anyway product bought awesom person e kart good made comfort take order thank,1.0
good qualiti product,perfect fit wagon r 2022 model,1.0
specifi,good cloth design,1.0
value-for-money,good,1.0
must buy,super,1.0
value-for-money,nice,1.0
brilliant,awesom man,1.0
good,robust beauti,1.0
decent product,bad,1.0
super,satisfi,1.0
mind-blow purchas,goodosm,1.0
delight,fast dlvri good pack nyc product satisfi product thank flip kart thank courier boy nyc person support,1.0
specifi,appreci price like design cellular pattern like pattern nano suit crysi 3,1.0
highli recommend,great,1.0
fabul,good product thank u,1.0
must buy,nice,1.0
brilliant,sturdi design size wallet high write speed upto 140mbp read speed password protect free adob servic,1.0
specifi,nice,1.0
terrif,look hardi alittl bigger expectedbut lot storag spacethank,1.0
worth money,good price point deliveri fast reach 3day everyth fine,1.0
classi product,good stabl product,1.0
great product,good product,1.0
perfect product,fantast product excel qualiti,1.0
mind-blow purchas,good product great perform price,1.0
mind-blow purchas,excel,1.0
brilliant,look beauti,1.0
worth everi penni,nice product,1.0
must buy,awsm,1.0
terrif purchas,nice product,1.0
awesom,nice product love product,1.0
okay,nice watch,1.0
value-for-money,good,1.0
brilliant,darun,1.0
excel,good,1.0
worth everi penni,good,1.0
wonder,product work well care configur set itb care dhcp option puzzl lot work well good strong rang would better given longer ethernet cabl frequenc work well,1.0
best microwav oven,one best product avail much happi product qualiti ifb one lead microwav maker satisfi product,1.0
simpli awesom,awesom think must room,1.0
perfect product,good,1.0
must buy,super nice qualiti,1.0
classi product,cycl good price rang dietitian rohini friendli understood requir patienc listen lifestyl set chart accord yoga session bhavna superb calm cool address abil yoga 12 year awesom great add servic urban terrain cycl 10 10 end,1.0
fabul,excel product,1.0
good choic,good product superb,1.0
mind-blow purchas,nice,1.0
specifi,best product lowest price,1.0
must buy,excel product,1.0
fabul,nice,1.0
specifi,ok good,1.0
okay,good storag,1.0
wonder,good,1.0
okay,good product,1.0
good,best qualiti product price,1.0
simpli awesom,good product,1.0
classi product,vri nice,1.0
good,nice product love ill see work ill share experi abt 23l microwav,1.0
highli recommend,good qualiti product quick respons,1.0
terrif,good product love,1.0
pretti good,nice product,1.0
mind-blow purchas,good,1.0
best market,good good,1.0
terrif purchas,good,1.0
pretti good,good product,1.0
worth everi penni,good bright color,1.0
awesom,soft cushion,1.0
worth everi penni,love,1.0
super,pack qualiti good product well,1.0
terrif purchas,amaz work love,1.0
fabul,good,1.0
brilliant,vri gud,1.0
super,valu moni,1.0
terrif,super fast laptop,1.0
awesom,good smooth run,1.0
good,nice product,1.0
must buy,good product happi,1.0
highli recommend,good product,1.0
wonder,one best product,1.0
mind-blow purchas,three day sinc use product work reason well scout place fix strateg socket near edg hall help improv connect kept plug bedroom mobil could catch wifi network extend though could catch signal wifi hall connect extend mobil problem wp button wifi set manual,1.0
simpli awesom,son happi,1.0
awesom,super like,1.0
must buy,good qualiti heavi duti pvc mobil stand easi carri compact design go,1.0
delight,good materi,1.0
best market,good good,1.0
pretti good,good,1.0
good qualiti product,product power cool capac good,1.0
meet expect,product qualiti upto mark stitch done properli wear stitch open recommend guy pleas dont buy product,1.0
good qualiti product,good size,1.0
highli recommend,excel product low cost,1.0
highli recommend,good,1.0
excel,excel,1.0
perfect product,best qualiti,1.0
wonder,good product,1.0
good,ok good slow speed,1.0
terrif,good,1.0
super,excel,1.0
mind-blow purchas,nice best qul,1.0
highli recommend,good lil bit pricey,1.0
mind-blow purchas,nice product,1.0
wonder,nice,1.0
classi product,good,1.0
terrif purchas,give review use wash machin month wash machin good n perfect 35ppl smooth sound minim compar brand machin job perfectli,1.0
must buy,nice prkduct,1.0
good qualiti product,good product,1.0
classi product,good product,1.0
highli recommend,good,1.0
excel,good smart speaker googl use small kid,1.0
terrif purchas,good,1.0
awesom,super profen,1.0
wonder,superb,1.0
wonder,love nice thank flipkart,1.0
fabul,awesom product,1.0
terrif,good,1.0
fair,nice,1.0
terrif purchas,nice,1.0
brilliant,perfect game keyboard feel realli like mechan,1.0
nice product,good work,1.0
good qualiti product,awesom product satisfi,1.0
wow,nice product,1.0
wonder,good product,1.0
super,use product week prone dust allergi particularli diwali festiv winter season use product feel much better got great featur monitor pm 25 remot mobil app product worth valu would recommend product,1.0
wonder,good,1.0
brilliant,good product,1.0
perfect product,nice,1.0
worth everi penni,best,1.0
classi product,osm,1.0
realli nice,good,1.0
brilliant,good product n deliveri,1.0
decent product,good size small,1.0
good choic,good,1.0
mind-blow purchas,good,1.0
perfect product,good,1.0
wonder,good,1.0
awesom,good product,1.0
job,want exchang inalsa food processor fiesfalx,1.0
best market,nice look,1.0
awesom,awesom fragranc fan bella vita,1.0
classi product,wonder camera price segment,1.0
wow,nice product,1.0
awesom,super,1.0
simpli awesom,super,1.0
great product,updat 24 daysproduct best price rang crusti plate power steam bowl miss time deliveri regist complaint give mani date final receiv gift voucher took 24 day im satisfiedtak initi money face issu,1.0
excel,nice,1.0
classi product,super,1.0
pretti good,price high otherwis ok,1.0
specifi,45 star watchdesign pretti goodglass realli nice time date best part watchleath qualiti okayand take care ur watch everyon look u wear,1.0
good,super,1.0
wonder,good product,1.0
specifi,best watch,1.0
classi product,amaz,1.0
super,excel product,1.0
brilliant,good productal seed grow,1.0
mind-blow purchas,nice product,1.0
highli recommend,best cushion reason price,1.0
pretti good,good one,1.0
terrif purchas,nice product tech time must go,1.0
wow,super,1.0
fabul,good,1.0
wonder,fantast product great valu money,1.0
job,nice,1.0
brilliant,product good late diliveri,1.0
terrif purchas,fast charg good product,1.0
great product,good distanc nice speed,1.0
perfect product,got sale look good there plastic bad kind use wd passport 1tb sinc long time need data henc one,1.0
great product,strong,1.0
fabul,good qualiti blanket,1.0
terrif,nice,1.0
mind-blow purchas,good pictur qualiti goodw instal stabil,1.0
highli recommend,long 90 day final choos right product im happi buy product disappoint flower give us posit vibe that love garden next time buy seed differ speciesand pleas ignor neg comment think know grow plant seed step step first know process seedl patienc like mei give 5 5 star thank flipkart,1.0
good qualiti valu money,good qualiti valu money,1.0
worth everi penni,good,1.0
wonder,fantast product,1.0
specifi,good,1.0
brilliant,good product like,1.0
realli nice,superb,1.0
delight,good,1.0
mind-blow purchas,nice,1.0
good qualiti product,good product pair tv remot,1.0
worth money,good,1.0
perfect product,nice,1.0
awesom,awesom,1.0
realli nice,satisfactori,1.0
excel,work amaz although 1st impress day one awesomesuperfast deliveri hour order midnight earli morn receiv afternoon,1.0
work fine bsnl 3g,nice product work fine bsnl 3g thank googl flipkart,1.0
worth money,good,1.0
highli recommend,good product help rep protect joint,1.0
delight,nice product help,1.0
nice product,power vacuum cleaner mayb bit power job howev heat quickli could use short time period wait cool use,1.0
wonder,nice,1.0
great product,good product,1.0
classi product,power vaccum cleaner handi design reach corner dust effectivlyperfct clean car interior sofa carpertsc length suffici,1.0
good choic,nice product,1.0
excel,good 4 day,1.0
perfect product,nice superb,1.0
value-for-money,good,1.0
brilliant,nice color,1.0
wow,nice valu money,1.0
excel,liter one best kit price rang ever use tention bat dont worri bat wow,1.0
highli recommend,complet solder kit receiv pack good qualiti protect stand heat quickli work fine two type solder nozzl given good solder past remov strip also good qualiti,1.0
good choic,excel tv imag sound super bodi gud protect screeneasili fit exist wall mount screw hole distanc 4inch x8 inchm6x20 screw size req work fine non hd setup box toowa instal within 24 hourshowev instal guy compet didnt fit tv exist mount,1.0
wonder,nice,1.0
brilliant,good product,1.0
good qualiti product,good product,1.0
okay,good,1.0
must buy,bst qualiti,1.0
nice product,hp need increas batteri backup,1.0
perfect product,great devic make non smart tv smart design also excel hide behind tv user friendli control plusg start stream,1.0
wonder,good product,1.0
wow,power fulli charg super profomensbut data cebil mi origin,1.0
wonder,good prodict,1.0
good choic,good qualiti product,1.0
value-for-money,easili germin thankyu flipkart,1.0
fabul,super,1.0
specifi,cloth qualiti good per cost happi product bought dad go use 2 pair thank flipkart,1.0
okay,good sister like like,1.0
terrif purchas,realli book use bank prepar love book without hegit must purchas,1.0
classi product,wowwwproduct qualiti awsm,1.0
simpli awesom,cool,1.0
classi product,nice freez happi buy product,1.0
brilliant,good,1.0
delight,good,1.0
terrif purchas,excel,1.0
pretti good,perfect one suitabl case must,1.0
worth money,gd,1.0
awesom,use 4 th month nice product superb qualiti hevi load use nice thank flipkart 5 star rate product,1.0
simpli awesom,bahut comfort pillow good qualiti good size exactli show,1.0
delight,nice,1.0
mind-blow purchas,super product,1.0
highli recommend,dark smudg free,1.0
excel,awesom product best tji price,1.0
specifi,worth money order anoth pair height 5 85 size order fit right,1.0
terrif purchas,good,1.0
perfect product,good,1.0
